"NO_OUV","ADR","ACC_UNI","ASC","TYP_CHA","x","y","Longitude","lat"
3412,"5550 Boulevard LaSalle , Verdun","NON","0","",299547.66839548,5034671.6171773,-73.567151,45.451955
3413,"14150 Boulevard Gouin O, Montréal","NON","0","",277298.71860561,5039342.7581478,-73.851862,45.493466
3414,"4530 Boulevard LaSalle , Montréal","NON","?","",299903.58336202,5035412.778732,-73.562608,45.458627
3416,"790 Rue Willibrord (VRD) , Montréal","NON","0","",298979.09526746,5035499.1370694,-73.57443,45.459397
3417,"11 Rue Rhéaume (VRD) , Montréal","NON","0","",299817.42966965,5036433.0172299,-73.56372,45.467807
3418,"1 Rue O'Reilly (VRD) , Montréal","NON","1","",301678.15146508,5035800.6061744,-73.53992,45.462127
3419,"1300 Chemin du Golf (VRD) , Montréal","NON","0","",300452.13781972,5035761.9924465,-73.555597,45.461773
3420,"7000 Boulevard LaSalle , Montréal","1","0","",298578.82084113,5033348.0593958,-73.579521,45.440037
3423,"1650 Rue Crawford (VRD) , Montréal","NON","0","",297605.16451678,5033174.1726081,-73.591964,45.438463
3424,"3215 Boulevard LaSalle , Montréal","NON","0","",299409.96270912,5036803.3129797,-73.568935,45.471136
3426,"800 Rue Willibrord (VRD) , Montréal","1","0","",298974.84738316,5035472.254474,-73.574484,45.459155
3427,"6000 Boulevard LaSalle , Montréal","NON","0","",299205.22293392,5034128.2647199,-73.571523,45.447063
3428,"6001 Rue Beurling (VRD) , Montréal","NON","0","",298167.91433155,5034290.740406,-73.584786,45.448516
3429,"13 Rue Chauret (SGV) , Montréal","NON","?","",275975.86144642,5037983.4269126,-73.868707,45.481181
3432," Avenue Lausanne (MTN) , Montréal","NON","?","",293654.73109277,5049183.9082515,-73.642822,45.582473
3434,"2200 Rue Saint-Antoine (LCH) , Montréal","NON","?","",290412.83652255,5033359.5405042,-73.683901,45.44002
3435,"911 Boulevard René-Lévesque (VRD) , Montréal","1","0","Électricité",302122.99155918,5036589.8623723,-73.534236,45.469231
3438,"10 Rue 11e (ROX) , Montréal","1","0","",281198.23515619,5040696.3688308,-73.802036,45.505789
3440,"21 5e (ROX) Avenue S, Montréal","1","0","",280374.96218457,5041130.2707214,-73.812593,45.509665
3441,"4 5e (ROX) Avenue N, Montréal","NON","0","",280077.51955169,5041276.904878,-73.816407,45.510974
3442," Boulevard Lacordaire , Montréal","NON","0","",297417.6307351,5049575.0760164,-73.594608,45.586043
3444,"7540 Boulevard Lacordaire , Montréal","1","0","",298302.22171047,5049072.5575012,-73.583265,45.58153
3446,"5250 Boulevard Lavoisier (SLN) , Montréal","1","0","",296463.93534283,5049927.2300147,-73.606836,45.589201
3447,"7555 Boulevard Provencher , Montréal","1","0","",297598.09570736,5048064.3601659,-73.592273,45.572451
3449,"7135 Rue Liénart (SLN) , Montréal","1","0","",299185.18776698,5049654.1536509,-73.571957,45.586771
3450,"14150 Boulevard Gouin O, Montréal","NON","?","",277359.26126736,5039335.5974565,-73.851087,45.493404
3451,"7560 Boulevard Lacordaire , Montréal","1","0","",298351.49716841,5049111.7412842,-73.582634,45.581883
3452," Rue Cherrier (IBZ) , Montréal","NON","?","",275020.21945085,5038479.75483,-73.880961,45.485607
3453,"5445 Rue Antonio-Dagenais (SLN) , Montréal","1","0","",298128.83379594,5049233.8830763,-73.585489,45.58298
3454,"350A Montée de l' Église (IBZ) , Montréal","NON","?","",274996.30757396,5038646.5709351,-73.881277,45.487107
3455,"9505 Boulevard Langelier , Montréal","1","0","",296476.37380794,5052061.7360884,-73.606713,45.608408
3456,"7880 Rue de la Salette (SLN) , Montréal","1","0","",298122.15265752,5049992.8163467,-73.585585,45.589809
3457,"6025 Boulevard Métropolitain (SLN) , Montréal","1","0","",298230.10665711,5050036.260541,-73.584202,45.590201
3458,"7880 Rue de la Salette (SLN) , Montréal","NON","0","",298136.5707192,5049974.2345527,-73.5854,45.589642
3464,"11400 Rue Léopold-Christin , Montréal","NON","?","",300002.7858951,5055651.6326713,-73.561538,45.640744
3467,"1050A Boulevard Saint-Jean-Baptiste , Montréal","NON","?","",304828.29998262,5055681.2455302,-73.499637,45.641027
3468," Boulevard Saint-Michel , Montréal","NON","0","",293264.61034717,5049133.0433408,-73.64782,45.582009
3470,"11171 Autoroute Métropolitaine E, Montréal","NON","?","",301721.89230094,5055403.7287376,-73.539484,45.638523
3471,"11171 Autoroute Métropolitaine E, Montréal","NON","?","",301766.96936449,5055434.2616854,-73.538906,45.638798
3472,"11171 Autoroute Métropolitaine E, Montréal","NON","?","",301772.32252355,5055547.9526616,-73.538838,45.639821
3473,"11171 Autoroute Métropolitaine E, Montréal","NON","?","",301624.56213628,5055483.8964774,-73.540733,45.639244
3474,"7125 Rue Liénart (SLN) , Montréal","1","0","",299163.92360049,5049613.7197472,-73.572229,45.586407
3475,"5370 Boulevard Robert (SLN) , Montréal","NON","0","",297101.99231043,5049637.0319979,-73.598654,45.586597
3478," Rue Notre-Dame E, Montréal","NON","?","",305391.74265619,5054982.90811,-73.49241,45.634743
3479,"5200 Boulevard Lavoisier (SLN) , Montréal","1","0","",296433.02889139,5049921.1594286,-73.607232,45.589146
3480,"6060 Rue de Honfleur (SLN) , Montréal","1","0","",297786.55330077,5050260.7822172,-73.58989,45.592217
3481,"6020 Boulevard Lavoisier (SLN) , Montréal","1","0","",297123.11625549,5050700.424662,-73.5984,45.596166
3482,"4550 Rue de Compiègne (SLN) , Montréal","1","0","",296711.5993703,5048724.3438833,-73.603642,45.57838
3483,"4755 Rue Valéry (SLN) , Montréal","1","0","",296208.60862697,5049340.4633659,-73.610098,45.583918
3484,"7918 Boulevard Provencher , Montréal","1","0","",296972.60092966,5048059.669713,-73.600287,45.572402
3485,"7625 Rue Colbert (SLN) , Montréal","NON","0","",297626.73387107,5048196.1328877,-73.591908,45.573637
3486,"5345 Rue Jarry , Montréal","1","1","",297634.44604937,5049342.0035146,-73.591826,45.583948
3487,"7505 Boulevard Provencher , Montréal","1","0","",297629.84348734,5048044.7682744,-73.591866,45.572275
3488," Boulevard Provencher , Montréal","NON","0","",297508.20552647,5048084.8021394,-73.593425,45.572634
3490,"5350 Boulevard Lavoisier (SLN) , Montréal","1","0","",296521.86328744,5050008.2878404,-73.606095,45.589931
3491,"330 Rue Surrey (BDU) , Montréal","NON","?","Électricité",272548.39619445,5031140.4462641,-73.9121,45.419456
3492,"4550 Boulevard LaSalle , Montréal","NON","?","",299944.948682,5035398.6373667,-73.562079,45.4585
3494," Boulevard LaSalle , Montréal","NON","?","",298876.35420551,5033691.7125734,-73.575722,45.443132
3495,"7 Rue Rhéaume (VRD) , Montréal","NON","?","",299850.67039538,5036438.6677754,-73.563295,45.467858
3497,"150 Rue des Érables (LCH) , Montréal","NON","?","",293096.4436186,5034050.9772583,-73.649615,45.446292
3503," Place Ménard (MTN) , Montréal","NON","?","",293861.45046453,5049675.305693,-73.640184,45.586898
3511," Rue Biret (SLR) , Montréal","NON","?","",287048.24820662,5041717.6174261,-73.72721,45.515152
3515,"1 Chemin du Musée (LCH) , Montréal","NON","?","",291785.81046822,5032323.2704586,-73.666324,45.430722
3517,"1 Chemin du Musée (LCH) , Montréal","NON","?","",291772.09351366,5032200.8286376,-73.666496,45.42962
3520,"110 Chemin des Iroquois (LCH) , Montréal","NON","?","",290977.68141035,5032183.8569991,-73.676648,45.429452
3521,"1800 Chemin des Iroquois (LCH) , Montréal","NON","?","",291133.79734481,5032151.8439084,-73.674652,45.429167
3522,"6680 Boulevard LaSalle , Montréal","NON","?","",298797.60750364,5033724.5757462,-73.576729,45.443427
3525,"310 Rue de Beaurepaire (BCF) , Montréal","1","0","Électricité",275967.7533488,5032155.154228,-73.868469,45.428736
3527," Rue Saint-Antoine (LCH) , Montréal","NON","?","",291103.13009462,5033015.9473324,-73.675068,45.436942
3540,"1500 Rue Victoria (LCH) , Montréal","NON","?","",290928.58741543,5032983.6542147,-73.677298,45.436648
3541,"6025 Boulevard Métropolitain (SLN) , Montréal","NON","?","",298207.41553143,5049973.1644494,-73.584492,45.589633
3543,"401 Rue Spring Garden (DDO) , Montréal","NON","0","",282118.90427903,5039979.3996117,-73.790221,45.499368
3555," Chemin des Iroquois (LCH) , Montréal","NON","?","",291545.93285392,5032299.4281568,-73.669389,45.430503
3556," Boulevard LaSalle , Montréal","NON","?","",299769.39145957,5035033.6021248,-73.56432,45.455214
3557,"5040 Boulevard LaSalle , Montréal","NON","?","",299768.05523188,5035019.7107837,-73.564337,45.455089
3567," Avenue Brown (VRD) , Montréal","NON","?","",298577.74855965,5034322.2134445,-73.579547,45.448803
3568,"845 Rue Roy (SLR) , Montréal","NON","0","",290936.84398279,5041542.4605158,-73.677434,45.513664
3569,"2100 Rue Saint-Louis (SLR) , Montréal","NON","0","",290690.32647166,5040146.0957052,-73.680549,45.501094
3571,"240 Rue Riverside , Montréal","NON","?","",300839.15719736,5038973.9525419,-73.550674,45.490678
3573,"900 Rue Trudeau (SLR) , Montréal","NON","0","",292108.16302459,5041605.7766286,-73.662444,45.514256
3574,"2395 Boulevard Thimens (SLR) , Montréal","NON","?","",288935.05118684,5040747.8337994,-73.703029,45.506471
3575,"625 Avenue Sainte-Croix (SLR) , Montréal","NON","?","",291351.9241418,5041381.4149678,-73.672117,45.512223
3577,"2505 Boulevard de la Côte-Vertu (SLR) , Montréal","NON","?","",289392.22251791,5040413.1914917,-73.697168,45.50347
3580,"95 Rue des Soeurs-Grises , Montréal","NON","?","",300508.46559044,5039901.9921385,-73.554913,45.499027
3581,"16850 Rue Oakwood (PFD) , Montréal","NON","0","",276063.9287488,5035956.7512493,-73.867462,45.462948
3582,"2360 Rue Notre-Dame E, Montréal","NON","?","",301329.18158316,5042955.6969553,-73.544433,45.52651
3583,"11211 Avenue Hébert (MTN) , Montréal","NON","?","",293984.54837787,5050511.3664096,-73.638625,45.594423
3584," Rue Baker (SLR) , Montréal","NON","?","",286921.25708669,5041982.9230398,-73.728845,45.517536
3585," Rue Stinson (SLR) , Montréal","NON","?","",292266.99265601,5042343.8078811,-73.66043,45.5209
3586,"3405 Rue Sartelon (SLR) , Montréal","NON","0","",286353.23659605,5041331.5501537,-73.736091,45.51166
3587,"135 Rue Stinson (SLR) , Montréal","NON","0","",292177.06948185,5042338.9874157,-73.661581,45.520855
3588,"4545 Boulevard Thimens (SLR) , Montréal","NON","0","",287572.98151894,5039500.9734225,-73.720416,45.495219
3591," Rue Roy (SLR) , Montréal","NON","?","",290972.00656685,5041543.270594,-73.676984,45.513672
3592,"1 Boulevard de la Côte-Vertu (SLR) , Montréal","NON","0","",291683.78701003,5043488.208366,-73.667926,45.531187
3593,"2555 Boulevard Marcel-Laurin (SLR) , Montréal","NON","0","",288636.27232628,5042491.4721372,-73.70691,45.522154
3594,"3939 Boulevard Poirier (SLR) , Montréal","NON","0","",287467.83194782,5039860.2181054,-73.721774,45.498449
3595," Rue Buchanan (SLR) , Montréal","NON","?","",290663.16475707,5040961.9644724,-73.68092,45.508435
3596,"345 Boulevard Décarie , Montréal","NON","0","",291461.21436907,5040819.0806778,-73.670703,45.507165
3597,"180 Boulevard Marcel-Laurin (SLR) , Montréal","NON","0","",291335.31202726,5040338.5942898,-73.672301,45.502839
3598,"710 Rue Saint-Germain (SLR) , Montréal","NON","0","",291043.58547948,5041297.9569105,-73.676061,45.511466
3600,"7391 Rue Frederick-Banting (SLR) , Montréal","NON","0","",283458.97568006,5038023.2307554,-73.772989,45.481808
3601,"7393 Rue Frederick-Banting (SLR) , Montréal","NON","0","",283520.27718716,5037934.1121515,-73.772201,45.481008
3602," Rue Beauzèle (SLR) , Montréal","NON","?","",287546.11674382,5042523.155196,-73.720866,45.522413
3603,"2999 Rue Badeaux (SLR) , Montréal","1","0","",289912.13881191,5039694.9221471,-73.690493,45.497018
3604,"2900 Rue Baker (SLR) , Montréal","NON","0","",286933.40686063,5041995.334238,-73.72869,45.517648
3605,"2105 Rue Beauzèle (SLR) , Montréal","NON","0","",287579.43995274,5042539.406765,-73.72044,45.52256
3606,"2065 Rue Billeron (SLR) , Montréal","NON","0","",289669.02785655,5041035.0715305,-73.693645,45.509072
3607,"3025 Rue Biret (SLR) , Montréal","NON","0","",287098.38148974,5041735.36914,-73.726569,45.515313
3608,"730 Rue Buchanan (SLR) , Montréal","NON","0","",290648.77144035,5040951.4434567,-73.681104,45.50834
3610,"1505 Rue Cardinal (SLR) , Montréal","NON","0","",289861.3621599,5042004.0150761,-73.691213,45.517795
3611," Rue Beauzèle (SLR) , Montréal","NON","?","",287590.70715655,5042516.0345085,-73.720295,45.52235
3612,"2800 Rue Cazeneuve (SLR) , Montréal","1","0","",288967.50832226,5040294.1199961,-73.702599,45.502389
3614," Rue Cardinal (SLR) , Montréal","NON","?","",289838.97622203,5041983.8431286,-73.691499,45.517613
3615," Rue Cardinal (SLR) , Montréal","NON","?","",289846.30072934,5042040.9486418,-73.691407,45.518127
3616,"800 Rue Dorais (SLR) , Montréal","NON","0","",289994.73747877,5040352.175601,-73.689456,45.502934
3617," Rue Cardinal (SLR) , Montréal","NON","?","",289808.21824033,5041996.80438,-73.691893,45.517729
3618,"1145 Rue Elizabeth (SLR) , Montréal","NON","0","",290914.49928651,5042247.3085646,-73.67774,45.520006
3619," Rue Cardinal (SLR) , Montréal","NON","?","",289824.09625448,5042035.6581311,-73.691691,45.518079
3621," Rue Baker (SLR) , Montréal","NON","?","",286955.99075816,5041970.5918493,-73.7284,45.517426
3623,"260 Rue Marcotte (SLR) , Montréal","NON","0","",291050.01092001,5043267.7470818,-73.676034,45.529191
3625,"700 Rue Muir (SLR) , Montréal","1","0","",291375.67105232,5042363.6597976,-73.67184,45.521062
3626," Rue Elizabeth (SLR) , Montréal","NON","?","",290936.58003658,5042270.2607805,-73.677458,45.520213
3627,"1365 Avenue O'Brien (SLR) , Montréal","1","0","",290339.19553016,5042145.9187761,-73.685101,45.519082
3628,"1740 Avenue O'Brien (SLR) , Montréal","NON","0","",289924.2638409,5042403.2736221,-73.69042,45.521389
3629," Rue Muir (SLR) , Montréal","NON","?","",291354.1759329,5042359.479394,-73.672115,45.521024
3630," Avenue Alfred (MTN) , Montréal","NON","?","",295192.5724394,5051051.6085667,-73.623152,45.599302
3631,"845 Rue Poirier (SLR) , Montréal","NON","0","",290154.64763998,5043072.9582761,-73.687491,45.52742
3632,"1600 Rue Poirier (SLR) , Montréal","NON","0","",289547.34040576,5042276.9314245,-73.695241,45.520244
3633," Rue Muir (SLR) , Montréal","NON","?","",291322.19719998,5042346.3181234,-73.672524,45.520905
3634," Rue Marcotte (SLR) , Montréal","NON","?","",291109.17611248,5043283.2885823,-73.675277,45.529332
3635,"150 Avenue Avro , Montréal","1","0","Électricité",282387.07362763,5037184.3597675,-73.786662,45.474226
3636," Rue Poirier (SLR) , Montréal","NON","?","",290163.93524722,5043102.6111389,-73.687373,45.527687
3637," Rue Poirier (SLR) , Montréal","NON","?","",290011.94347228,5043011.5023429,-73.689316,45.526864
3638," Rue Badeaux (SLR) , Montréal","NON","?","",289890.91588702,5039707.9734071,-73.690765,45.497135
3640," Rue Saint-Louis (SLR) , Montréal","NON","?","",290733.795113,5040156.6667258,-73.679993,45.50119
3645," Rue Stinson (SLR) , Montréal","NON","?","",292319.46021342,5042287.4724422,-73.659757,45.520394
3646," Boulevard Cavendish (SLR) , Montréal","NON","?","",288373.20043885,5040923.6407725,-73.710225,45.50804
3651," Boulevard Cavendish (SLR) , Montréal","NON","?","",288332.85791042,5040915.2999672,-73.710741,45.507964
3654,"2210 Avenue Reverchon , Montréal","NON","0","",282887.57337861,5036383.0124022,-73.780225,45.467031
3655,"495 Avenue Michel-Jasmin (DVL) , Montréal","NON","0","",286353.78923343,5034890.1782781,-73.735842,45.453698
3656,"125 Avenue Avro , Montréal","NON","0","",282429.18954465,5037109.5325433,-73.78612,45.473554
3657,"60 Chemin de la Côte-Vertu (DVL) , Montréal","NON","0","",287181.10388138,5038026.9111107,-73.725377,45.481945
3658,"98 Avenue Saint-Charles (DVL) , Montréal","NON","0","",286883.33956407,5033391.6035997,-73.729017,45.440227
3659,"775 Avenue Dawson (DVL) , Montréal","NON","0","",286055.34030563,5033479.4820839,-73.739604,45.440996
3661," Boulevard Cavendish (SLR) , Montréal","NON","?","",288409.91370689,5040886.657202,-73.709754,45.507708
3662," Boulevard Cavendish (SLR) , Montréal","NON","?","",288403.504763,5040858.77451,-73.709835,45.507457
3664,"10417 Boulevard Gouin O, Montréal","NON","?","",280944.35189616,5041273.5445536,-73.805313,45.510974
3665,"2580 Boulevard Saint-Joseph , Montréal","NON","2","Électricité",299196.19102458,5044770.0121164,-73.57176,45.542822
3666,"2620 Boulevard Saint-Joseph , Montréal","NON","1","",299249.02150802,5044903.5450082,-73.571085,45.544024
3667,"2120 Rue Sherbrooke E, Montréal","1","?","",299911.88117097,5043453.395005,-73.562582,45.53098
3668,"1 Rue Notre-Dame E, Montréal","1","?","",300433.19143089,5040784.9773854,-73.555884,45.506972
3669,"410 Rue de Bellechasse , Montréal","1","?","",296922.17070706,5043644.2534312,-73.600862,45.53267
3670,"7275 Rue Sherbrooke E, Montréal","1","?","",301723.2615219,5050114.588103,-73.539433,45.59093
3671,"7101 Rue Jean-Talon , Montréal","1","?","",299342.78839886,5050970.0406918,-73.569952,45.598613
3672,"1868 Boulevard des Sources , Montréal","1","?","",282317.46606326,5036215.5462344,-73.787508,45.465506
3676,"2395 Boulevard Thimens (SLR) , Montréal","NON","?","",288902.98997073,5040706.6898272,-73.703438,45.5061
3677," Avenue P.-M.-Favier (MTN) , Montréal","NON","?","",295745.77070072,5052294.3585467,-73.616084,45.610492
3678,"255 Boulevard Crémazie E, Montréal","1","?","",293820.91822477,5044933.8179309,-73.640597,45.544232
3679,"1441 Rue Saint-Urbain , Montréal","NON","5","Électricité",299666.36995477,5041043.052301,-73.5657,45.509289
3680,"2385 Boulevard Thimens (SLR) , Montréal","NON","?","",288912.27757797,5041013.4994478,-73.703329,45.508861
