"NO_OUV","ADR","ACC_UNI","ASC","TYP_CHA","x","y","Longitude","lat"
3047,"6995 Place d' Antioche (ANJ) , Montréal","NON","?","",300176.43775584,5050646.1894259,-73.559263,45.595705
3048,"5555 Avenue de l' Aréna (ANJ) , Montréal","NON","?","",301424.91157393,5051441.7662341,-73.543266,45.602871
3049,"602 Avenue Rockland (OUT) , Montréal","NON","?","",295848.61899082,5041677.7835804,-73.614571,45.514962
3050,"6200 Avenue du Bocage (ANJ) , Montréal","NON","?","",300759.39595225,5050300.0560088,-73.551788,45.592594
3051,"230 Boulevard Chevremont (IBZ) , Montréal","NON","?","Électricité",275377.31392702,5039347.1285697,-73.876445,45.493427
3052,"183 Rue des Érables (LCH) , Montréal","NON","?","",292949.18637879,5033989.5813309,-73.651496,45.445737
3053,"300 Chemin du Canal (LCH) , Montréal","NON","?","",291468.06047387,5032181.1267355,-73.670381,45.429437
3054,"1800 Chemin des Iroquois (LCH) , Montréal","NON","?","",291016.75369764,5032192.7678594,-73.676149,45.429533
3055,"43 Rue Saint-Antoine (SGV) , Montréal","NON","?","",276047.56408382,5038463.8532948,-73.867818,45.485507
3056,"8441 Place Verdelles (ANJ) , Montréal","NON","?","",300944.6202046,5052077.8376429,-73.549428,45.608592
3057,"6440 Boulevard des Galeries-d'Anjou (ANJ) , Montréal","NON","?","",300565.23052207,5050466.2220512,-73.554278,45.594088
3058,"6951 Avenue Des Ormeaux (ANJ) , Montréal","NON","?","",301139.94864777,5052374.4462787,-73.546926,45.611262
3060,"7951 Avenue Dalkeith (ANJ) , Montréal","NON","?","",300839.04996921,5051395.4417617,-73.550776,45.602451
3061,"6440 Boulevard des Galeries-d'Anjou (ANJ) , Montréal","NON","?","",300586.28848058,5050459.2013734,-73.554008,45.594025
3062,"8205 Rue Fonteneau , Montréal","NON","?","",301645.59534983,5051440.0960728,-73.540437,45.602857
3063,"7770 Avenue de La Roche-sur-Yon (ANJ) , Montréal","NON","?","",300067.48570965,5051830.3937537,-73.560671,45.60636
3064,"7455 Rue Jarry , Montréal","NON","?","",299099.84240988,5051727.6238319,-73.573075,45.605428
3065,"7725 Avenue Des Ormeaux (ANJ) , Montréal","NON","?","",300582.43651558,5052726.310249,-73.554077,45.614425
3066,"8190 Place Montoire (ANJ) , Montréal","NON","?","",300597.34122809,5051919.3623431,-73.553879,45.607164
3067,"8301 Boulevard Wilfrid-Pelletier (ANJ) , Montréal","NON","?","",300658.36229234,5051960.9963626,-73.553097,45.607539
3068,"55 Avenue Dupras (LSL) , Montréal","NON","?","",292197.2366219,5032055.054564,-73.661059,45.428316
3069,"7277 Rue Cordner (LSL) , Montréal","NON","1","",294901.34903908,5034021.5444167,-73.626541,45.446055
3070,"1300 Avenue Dollard (LSL) , Montréal","NON","0","Électricité",294912.61624289,5031781.8281856,-73.626352,45.425901
3071,"1080 Avenue Dollard (LSL) , Montréal","NON","0","",295115.29393832,5031579.3686394,-73.623758,45.424082
3072,"707 75e (LSL) Avenue , Montréal","NON","1","",294718.39307447,5031341.1756433,-73.628825,45.421933
3073,"8681 Boulevard Champlain , Montréal","NON","0","",295212.94578743,5030954.2282858,-73.622498,45.418458
3074,"1411 Rue Lapierre (LSL) , Montréal","NON","0","",296346.59475618,5033003.8261622,-73.608048,45.436916
3076,"10 Avenue Roosevelt (MTR) , Montréal","NON","?","",293802.93688927,5041716.5973277,-73.640755,45.515282
3084,"4243 Rue de Charleroi (MTN) , Montréal","NON","?","",294053.93323763,5050483.4637157,-73.637735,45.594173
3085,"5400 Boulevard Henri-Bourassa , Montréal","NON","?","",295045.82659537,5051646.8360323,-73.625045,45.604656
3086,"4740 Rue de Charleroi (MTN) , Montréal","NON","?","",294548.13952118,5050737.2382161,-73.631406,45.596464
3087,"10400 Avenue de Belleville (MTN) , Montréal","NON","?","",293696.76452659,5049123.2623965,-73.642282,45.581928
3088,"3700 Rue Fleury , Montréal","NON","?","",294092.03222327,5049265.1560955,-73.63722,45.583211
3089,"11212 Avenue Garon (MTN) , Montréal","NON","?","",294042.03916157,5050553.3804658,-73.637889,45.594802
3090,"1451 Avenue Ducharme , Montréal","NON","?","",295497.45505605,5042330.4065872,-73.619078,45.52083
3093,"543 Chemin de la Côte-Sainte-Catherine , Montréal","NON","1","",296126.04295339,5041607.3767831,-73.611019,45.514332
3094,"41 Avenue Saint-Just (OUT) , Montréal","NON","1","",296330.0981181,5042000.8347691,-73.608414,45.517875
3095,"40 Avenue Saint-Just (OUT) , Montréal","NON","?","Électricité",296378.36728112,5041989.3236577,-73.607796,45.517772
3096,"999 Avenue McEachran (OUT) , Montréal","NON","?","",295464.51951812,5042243.3281804,-73.619498,45.520046
3097,"860 Avenue d' Outremont , Montréal","NON","?","",295777.96388993,5042419.0151419,-73.615489,45.521631
3098,"1451 Avenue Ducharme , Montréal","NON","?","",295567.0131305,5042298.853541,-73.618187,45.520547
3099,"1433 Avenue Van Horne , Montréal","NON","?","",295769.60009443,5042252.5490706,-73.615593,45.520133
3100,"13665 Boulevard de Pierrefonds (PFD) , Montréal","NON","?","",277594.75902425,5039552.0583545,-73.848086,45.495361
3101,"13555 Boulevard de Pierrefonds (PFD) , Montréal","NON","?","",277636.80895471,5039623.6752687,-73.847552,45.496007
3106,"401 Boulevard Saint-Jean , Montréal","NON","?","",280018.61005711,5034281.0594713,-73.816808,45.448021
3107,"13 Rue Centre-Commercial (ROX) , Montréal","1","0","",280879.6025917,5041116.0993532,-73.806134,45.509555
3108,"110 Rue Cartier (ROX) , Montréal","1","0","",280215.54692249,5040348.7352688,-73.814594,45.502627
3109,"777 Boulevard Marcel-Laurin (SLR) , Montréal","1","1","",290525.75601019,5040839.1426147,-73.682675,45.507327
3110,"1375 Rue Grenet , Montréal","1","1","",289870.13837136,5041619.3679408,-73.691089,45.514334
3111,"1380 Rue de l' Église (SLR) , Montréal","1","0","",291014.80709435,5041429.1595773,-73.676433,45.512646
3112,"2345 Boulevard Thimens (SLR) , Montréal","1","1","",289078.49770325,5040895.3880449,-73.701198,45.507802
3113,"13001 Boulevard Cavendish (SLR) , Montréal","NON","0","",288303.91455892,5040784.1373043,-73.711107,45.506783
3114,"820 Rue Saint-Germain , Montréal","NON","1","",290890.16674535,5041423.3190134,-73.678028,45.512591
3115,"5500 Chemin du Bois-Franc (SLR) , Montréal","NON","0","",285705.80953802,5039352.1290525,-73.7443,45.493831
3116,"2727 Boulevard Poirier (SLR) , Montréal","NON","0","",288420.05913931,5040973.1955567,-73.709627,45.508487
3117,"9620 Rue Dalmany (LSL) , Montréal","NON","0","",292530.60893251,5032190.7476643,-73.656802,45.429543
3118,"9650 Rue Dalmany (LSL) , Montréal","NON","0","",292365.34561224,5032187.07731,-73.658914,45.429507
3123,"1451 Avenue Ducharme , Montréal","NON","?","",295523.7754421,5042376.2610142,-73.618742,45.521243
3126,"69 Avenue Saint-Pierre (LCH) , Montréal","NON","?","",293148.33379367,5033816.4046117,-73.648946,45.444182
3127,"59 Avenue Saint-Pierre (LCH) , Montréal","NON","?","",293162.79309695,5033805.8135892,-73.648761,45.444087
3129,"183 Rue des Érables (LCH) , Montréal","NON","?","",292936.60769226,5034000.6023949,-73.651657,45.445836
3130,"183 Rue des Érables (LCH) , Montréal","NON","?","",292894.10410425,5034028.3550742,-73.652201,45.446085
3132,"750 Rue Willibrord (VRD) , Montréal","1","1","",299070.56912561,5035464.0536823,-73.57326,45.459082
3133,"330 80e (LSL) Avenue , Montréal","NON","0","",294098.79584488,5030960.6889096,-73.636734,45.4185
3134,"5955 Rue Bannantyne (VRD) , Montréal","1","1","",298705.45728334,5034294.3107507,-73.577914,45.448553
3136,"19 Rue Stanton (WMT) , Montréal","NON","?","Électricité",297106.90006026,5038493.6661731,-73.598416,45.486325
3138,"8299 Rue Centrale (LSL) , Montréal","NON","0","",296085.67568001,5031084.4208552,-73.611349,45.419641
3144,"8400 Boulevard Lacordaire , Montréal","NON","1","",297240.62180852,5049607.6291592,-73.596877,45.586334
3146,"1535 Boulevard Gouin E, Montréal","NON","?","",292069.73410619,5047265.1230044,-73.663083,45.56518
3147,"5455 Rue Antonio-Dagenais (SLN) , Montréal","1","0","Électricité",298101.20192716,5049227.4724574,-73.585843,45.582922
3148,"5300 Boulevard Robert (SLN) , Montréal","1","0","",297095.95454089,5049487.1175245,-73.598729,45.585248
3149,"7755 Rue Colbert (SLN) , Montréal","1","0","",297382.95480186,5048234.9766379,-73.595032,45.573984
3150,"8420 Boulevard Lacordaire , Montréal","1","1","",297184.01359496,5049642.8225569,-73.597603,45.58665
3151,"7655 Rue Colbert (SLN) , Montréal","1","0","",297517.06422112,5048184.4817629,-73.593313,45.573531
3152,"1800 Chemin des Iroquois (LCH) , Montréal","NON","?","",291037.79515951,5032189.8375765,-73.67588,45.429507
3156," Boulevard Saint-Joseph (LCH) , Montréal","NON","?","",290071.76028196,5032630.6501343,-73.688239,45.433454
3157," Rue Saint-Antoine (LCH) , Montréal","NON","?","",291157.85769145,5033107.5061718,-73.674371,45.437767
3158," Rue Saint-Antoine (LCH) , Montréal","NON","?","",291068.31393996,5033195.4946666,-73.675518,45.438557
3159,"150 Rue des Érables (LCH) , Montréal","NON","?","",293128.62855949,5033986.0209871,-73.649202,45.445708
3160,"150 Rue des Érables (LCH) , Montréal","NON","?","",293099.0005975,5034038.5260562,-73.649582,45.44618
3161,"5115 Rue des Galets (SLN) , Montréal","1","0","",297018.18114067,5049443.4233061,-73.599725,45.584854
3162,"2883 Boulevard Saint-Charles , Montréal","1","?","Électricité",277256.66042683,5034184.2001201,-73.852111,45.447046
3165,"4139 Boulevard des Sources , Montréal","1","0","Électricité",280820.61061394,5039398.6635451,-73.806805,45.494099
3166,"395 Boulevard Saint-Jean , Montréal","1","?","",280086.20503164,5034263.8978145,-73.815943,45.447869
3167,"1761 Rue Grenet , Montréal","1","?","Électricité",289386.35796307,5042100.1743597,-73.697296,45.51865
3169,"170 15e Avenue , Montréal","1","?","",290939.94535075,5032741.9208768,-73.677146,45.434473
3170,"5757 Boulevard Cavendish , Montréal","1","?","",291961.21922091,5037525.4626989,-73.664218,45.477537
3172,"8745 Boulevard LaSalle , Montréal","NON","?","Électricité",295284.29374712,5030627.176711,-73.62158,45.415516
3173," Avenue Orchard (LSL) , Montréal","NON","0","",293212.95112503,5031395.1008494,-73.648063,45.422395
3174,"5967 Avenue de Verdun , Montréal","1","?","Électricité",299086.82656243,5034247.1661991,-73.573038,45.448132
3175,"3617 Rue Wellington , Montréal","1","0","",299580.10078594,5036425.9865511,-73.566755,45.467742
3176,"40 Avenue Roosevelt (MTR) , Montréal","1","?","Électricité",293781.60673623,5041672.6230822,-73.641027,45.514886
3178,"6100 Boulevard Henri-Bourassa , Montréal","NON","?","Électricité",295778.24433278,5051991.1392727,-73.615662,45.607764
3179,"8181 Boulevard Lacordaire , Montréal","1","0","",297483.7822538,5049491.6579629,-73.593759,45.585293
3180,"5555 Rue Jean-Talon , Montréal","1","0","Électricité",298483.09909868,5049138.9439105,-73.580948,45.582129
3181,"6850 Boulevard Joseph-Renaud (ANJ) , Montréal","1","?","Électricité",300663.01434428,5051684.0496251,-73.553035,45.605047
3182,"8600 Rue Hardy (LSL) , Montréal","NON","0","",294138.22280989,5032656.1225935,-73.636267,45.433757
3183,"1451 Avenue Ducharme , Montréal","NON","?","",295531.62784183,5042351.35861,-73.618641,45.521019
3184,"2115 Chemin du Bord-du-Lac (IBZ) , Montréal","1","0","",273550.66593754,5041885.9036732,-73.899977,45.516192
3185,"4251 Boulevard Gouin E, Montréal","NON","?","",293606.00002388,5051082.1415145,-73.64349,45.599553
3186,"3555 Rue Douglas-B.-Floreani (SLR) , Montréal","NON","?","",283833.9937535,5040015.9931446,-73.768277,45.499751
3187,"1451 Avenue Ducharme , Montréal","NON","?","",295591.46939646,5042408.0640846,-73.617876,45.52153
3191,"11121 Avenue Salk (MTN) , Montréal","NON","?","",295218.38967799,5051300.9526394,-73.622826,45.601546
3193,"8600 Rue Hardy (LSL) , Montréal","NON","0","",294139.03114516,5032628.999975,-73.636256,45.433513
3194,"1407 Rue Serre (LSL) , Montréal","NON","0","",295318.00462703,5032479.9855885,-73.621185,45.432189
3195,"6815 Chemin de la Côte-Saint-Luc , Montréal","1","0","",292918.13145761,5036475.3913208,-73.651953,45.468105
3197,"10 Rue Sunnydale (DDO) , Montréal","NON","0","",280826.26071248,5039383.7521055,-73.806732,45.493965
3204,"2801 Boulevard Saint-Joseph (LCH) , Montréal","NON","?","",290033.64479968,5032626.959778,-73.688726,45.43342
3205,"2105 Boulevard Saint-Joseph (LCH) , Montréal","NON","?","",290385.33662687,5032553.8027151,-73.684229,45.432769
3206,"2901 Boulevard Saint-Joseph (LCH) , Montréal","NON","?","",289941.61830415,5032621.0692093,-73.689902,45.433365
3207,"1925 Rue Saint-Antoine (LCH) , Montréal","NON","?","",290568.82873222,5033286.3934423,-73.681905,45.439365
3208,"1800 Chemin des Iroquois (LCH) , Montréal","NON","?","",290916.16544696,5032246.2230201,-73.677436,45.430012
3209,"7644 Rue Édouard (LSL) , Montréal","NON","1","",297424.44384663,5032306.908879,-73.594261,45.430657
3211,"12000 Boulevard Rolland (MTN) , Montréal","NON","?","",295355.09731775,5052923.6092971,-73.621105,45.616149
3212," Boulevard Lavoisier (SLN) , Montréal","NON","?","",297141.87293298,5050662.5110017,-73.598159,45.595825
3213," Boulevard Lavoisier (SLN) , Montréal","NON","?","",297110.36435425,5050671.991917,-73.598563,45.59591
3214,"15205 Place Bellerive (SGV) , Montréal","NON","?","",276407.92489433,5038685.8147239,-73.863221,45.487519
3215,"5 , Montréal","NON","?","",275671.27576925,5041048.2027982,-73.872785,45.508746
3216,"4250 Rue de Charleroi (MTN) , Montréal","NON","?","",294104.54492325,5050424.0279776,-73.637085,45.593639
3217,"4240 Rue de Charleroi (MTN) , Montréal","NON","?","Électricité",294087.8008356,5050397.495416,-73.637299,45.5934
3220,"114 Avenue Westminster , Montréal","NON","?","",293217.09178119,5034874.1167274,-73.648092,45.453701
3221,"1311 Avenue Saint-Viateur (OUT) , Montréal","NON","?","",296454.49926585,5041961.110934,-73.606821,45.517519
3223,"1451 Avenue Ducharme , Montréal","NON","?","",295597.61439414,5042333.366873,-73.617796,45.520858
3224," Rue Desjardins (PFD) , Montréal","NON","?","",277548.45296116,5041378.5046869,-73.84878,45.511794
3225,"13850 Boulevard Gouin O, PFD","NON","?","",277502.45208588,5039695.2721809,-73.849275,45.496646
3226,"1801 Avenue Lajoie","NON","?","",295634.73182982,5041536.0598979,-73.617306,45.513684
3227,"18025 Boulevard Gouin O, PFD","NON","?","",274107.60068739,5036229.6075919,-73.892495,45.46532
3228,"13795 Boulevard de Pierrefonds (PFD) , Montréal","NON","?","Électricité",277456.44296228,5039377.0714606,-73.849846,45.493781
3230,"14150 Boulevard Gouin O, PFD","NON","?","",277319.71882588,5039246.7588797,-73.851588,45.492603
3232," Avenue Outremont (OUT) , Montréal","NON","?","",296555.70614046,5041985.6433024,-73.605526,45.517741
3233,"6500 Boulevard LaSalle , Montréal","1","0","",298846.14061287,5033754.0885955,-73.576109,45.443693
3234,"4110 Boulevard LaSalle , Montréal","1","0","",299972.20937642,5035862.6921684,-73.561735,45.462676
3235,"260 Rue Elgar (VRD) , Montréal","1","0","",301089.65864658,5035235.2715948,-73.547441,45.457037
3236,"4501 Rue Bannantyne (VRD) , Montréal","1","1","",298823.22678258,5035497.3969014,-73.576423,45.45938
3237,"1177 Rue Dupuis , Montréal","1","1","",298753.36352032,5036359.6101429,-73.577327,45.467138
3238,"4398 Boulevard LaSalle , Montréal","NON","?","Électricité",299890.00662888,5035551.2621017,-73.562783,45.459873
3240,"1325 Avenue Saint-Viateur (OUT) , Montréal","NON","?","",296451.43089117,5041941.659056,-73.60686,45.517344
3241,"1550 Rue Metcalfe , Montréal","NON","?","",299064.20142331,5040141.4152533,-73.573396,45.501171
3242,"6255 Avenue Somerled , Montréal","1","?","Électricité",294207.95409905,5036802.7029208,-73.635465,45.471071
3243,"1625 Avenue de l' Église , Montréal","1","?","Électricité",298160.93625364,5035979.3634323,-73.584898,45.463711
3244,"1177 Rue Dupuis , Montréal","NON","?","",298721.49201555,5036391.203193,-73.577735,45.467422
3246," Avenue Talcy (ANJ) , Montréal","NON","?","",300170.97736863,5051912.7717068,-73.559345,45.607102
3247,"1180 Rue Sainte-Élisabeth , Montréal","1","?","",300095.83518218,5041274.0846057,-73.560206,45.511371
3248,"1200 Avenue Papineau , Montréal","1","?","",300832.14612618,5042468.6799367,-73.550792,45.522125
3249,"4555 Rue Hochelaga , Montréal","NON","?","Électricité",301220.11406051,5046335.0332098,-73.545854,45.556918
3250,"5995 Boulevard Décarie , Montréal","1","?","Électricité",293745.09142784,5038858.3013764,-73.641431,45.489561
3251,"3323 Chemin Queen-Mary , Montréal","1","1","Électricité",295577.85967004,5039631.3660112,-73.617998,45.496544
3253,"1805 Rue Fleury , Montréal","1","?","Électricité",292818.02985775,5047635.9388044,-73.653506,45.56853
3255,"8930 Boulevard Pie-IX , Montréal","1","?","Électricité",295623.16768652,5048632.3850053,-73.617587,45.577539
3257," Chemin de la Côte-Sainte-Catherine , Montréal","NON","?","",296675.18304174,5041821.1274194,-73.603994,45.516262
3259,"920 Rue Bélanger E, Montréal","1","?","Électricité",296280.92988831,5044450.5712764,-73.609086,45.539918
3260,"6665 Avenue Papineau , Montréal","1","?","Électricité",297054.55622763,5044970.1014339,-73.599188,45.544602
3261,"209 Avenue Laurier E, Montréal","1","?","",297678.14564364,5042816.8635517,-73.591171,45.525233
3262," Croissant Roy (LCH) , Montréal","NON","?","",290681.98742112,5034138.8457415,-73.680483,45.447038
3265,"6547 Rue de Marseille , Montréal","1","?","Électricité",301673.72211775,5049020.402466,-73.540061,45.581084
3267,"1498 Boulevard Saint-Jean-Baptiste , Montréal","1","?","Électricité",304346.30945957,5055752.2723874,-73.50582,45.641666
3268," Croissant Roy (LCH) , Montréal","NON","?","",290665.22683683,5034126.9845963,-73.680697,45.446931
3277,"243 Chemin du Bord-du-Lac-Lakeshore , Montréal","NON","?","",279599.52121505,5032356.1536333,-73.822067,45.430685
3278,"8131 Rue Robert (LSL) , Montréal","NON","0","",295318.12835182,5032562.2135271,-73.621185,45.432929
3279," Rue Provost (LCH) , Montréal","NON","?","",288959.10328516,5033701.3135004,-73.702494,45.443064
3280,"615 35e (LSL) Avenue , Montréal","NON","0","",295969.78679751,5031093.3617183,-73.61283,45.41972
3282,"10865 Rue du Pressoir , Montréal","1","0","",292346.03629737,5048463.4586964,-73.659574,45.575968
3283,"147 68e (LSL) Avenue , Montréal","NON","0","",294891.82223059,5031097.1920881,-73.626604,45.41974
3284,"12004 Boulevard Rolland (MTN) , Montréal","NON","?","",295359.74112137,5052953.8322149,-73.621046,45.616421
3285,"12980 Boulevard Gouin E, Montréal","NON","?","",303511.81877405,5061840.4101604,-73.516541,45.696447
3286,"555 Boulevard Bishop-Power (LSL) , Montréal","NON","0","",296807.20563629,5031971.6065076,-73.602144,45.427633
3298,"11756 Boulevard O'Brien , Montréal","1","?","Électricité",289084.56846606,5043193.7999427,-73.701194,45.528484
3299,"8200 Boulevard Maurice-Duplessis , Montréal","1","?","Électricité",298058.62410428,5054826.1529762,-73.586466,45.6333
3309,"4444 Boulevard Henri-Bourassa E, Montréal","NON","?","",293961.53556775,5050965.3802419,-73.63893,45.598508
3311,"265 Boulevard Chevremont (IBZ) , Montréal","NON","?","",275265.45847252,5039379.2216681,-73.877878,45.493711
3313,"3048 Boulevard Saint-Charles , Montréal","NON","?","Électricité",276947.89285191,5034411.5920735,-73.856071,45.44908
3314," Rue Liénart (SLN) , Montréal","NON","?","",299174.16801274,5049634.2617304,-73.572098,45.586592
3315," Rue Liénart (SLN) , Montréal","NON","?","",299194.68158219,5049625.5808923,-73.571835,45.586514
3316," Boulevard Lacordaire , Montréal","NON","?","",298335.79236896,5049093.9695685,-73.582835,45.581723
3317," Boulevard Lacordaire , Montréal","NON","?","",298366.23691453,5049102.1703602,-73.582445,45.581797
3319," 54e (LCH) Avenue , Montréal","NON","?","",287701.96873207,5033794.5124982,-73.718567,45.443873
3320,"11171 Autoroute Métropolitaine E, Montréal","NON","?","",301651.92181053,5055471.2152531,-73.540382,45.63913
3327," Rue de la Caserne , Montréal","NON","?","",276164.41801965,5037998.7883956,-73.866296,45.481327
3328," Rue de la Caserne , Montréal","NON","?","",276156.9862842,5037979.5965428,-73.86639,45.481154
3329,"550 Avenue Lacharité (LSL) , Montréal","NON","0","",297343.07417931,5032708.8476838,-73.595307,45.434273
3330,"3175 Chemin Remembrance , Montréal","NON","?","Électricité",289848.13185616,5033056.691266,-73.69111,45.437283
3331,"11371 Rue Notre-Dame E, Montréal","NON","?","Électricité",305083.41224219,5054624.9335497,-73.496365,45.631522
3332,"12012 Boulevard Rolland (MTN) , Montréal","NON","?","Électricité",295313.30308518,5052981.4648827,-73.621642,45.616669
3333,"11 Rue Centre-Commercial (ROX) , Montréal","NON","?","Électricité",280872.00588987,5041132.8009656,-73.806232,45.509705
3334,"550 Boulevard des Anciens-Combattants (SAB) , Montréal","NON","?","Électricité",269580.32931969,5030973.9801928,-73.950012,45.417815
3335,"15775 Rue de la Caserne , Montréal","NON","?","",275995.87186841,5038016.2300795,-73.868453,45.481477
3336,"6025 Boulevard Lavoisier (SLN) , Montréal","1","0","Électricité",296974.39906321,5050812.6354953,-73.600308,45.597174
3337,"350 Montée de l' Église (IBZ) , Montréal","NON","?","",275078.73302611,5038636.8399957,-73.880222,45.487023
3338,"406 Montée de l' Église (IBZ) , Montréal","NON","?","",275060.90016035,5038683.9345424,-73.880453,45.487446
3340,"571 Rue Cherrier (IBZ) , Montréal","NON","?","",275029.91947404,5038464.2633344,-73.880836,45.485468
3341,"490 Montée de l' Église (IBZ) , Montréal","NON","?","",274958.84370888,5038755.8814884,-73.881763,45.488089
3342,"500 Montée de l' Église (IBZ) , Montréal","NON","?","",274917.38765739,5038816.9773868,-73.882297,45.488637
3344,"504 Montée de l' Église (IBZ) , Montréal","NON","?","",274810.36571785,5038766.2524897,-73.883663,45.488176
3346,"488 Montée de l' Église (IBZ) , Montréal","NON","?","",274848.38222031,5038706.1766897,-73.883173,45.487637
3347," Montée de l' Église (IBZ) , Montréal","NON","?","",274877.54827643,5038658.2520629,-73.882797,45.487207
3348,"350A Montée de l' Église (IBZ) , Montréal","NON","?","",274999.15324402,5038669.0031008,-73.881242,45.487309
3349,"350A Montée de l' Église (IBZ) , Montréal","NON","?","",275034.79423059,5038634.3897591,-73.880784,45.486999
3350,"350A Montée de l' Église (IBZ) , Montréal","NON","?","",275009.21619325,5038598.726316,-73.881109,45.486677
3351,"3160A Boulevard Chevremont (IBZ) , Montréal","NON","?","",276456.78793632,5040697.4289331,-73.862712,45.505622
3353,"510 Montée de l' Église (IBZ) , Montréal","NON","?","",274898.40827528,5038868.9624057,-73.882543,45.489104
3354,"15736A Rue de la Caserne , Ste-Gen","NON","?","",276134.94677573,5037998.4783657,-73.866673,45.481323
3358,"10700 Boulevard Lacordaire , Montréal","NON","?","",295845.83105899,5051309.7934929,-73.614783,45.601634
3360,"544 Avenue Davaar (OUT) , Montréal","NON","?","",296073.99606025,5041654.9013713,-73.611686,45.514759
3361,"530 Avenue Querbes (OUT) , Montréal","NON","?","",296491.88889605,5042350.0184807,-73.606349,45.521019
3363,"9640 Rue Clément (LSL) , Montréal","NON","0","",292844.49871355,5032619.6590731,-73.652801,45.433408
3364,"9675 Boulevard LaSalle , Montréal","NON","0","",292267.39682365,5031805.8705068,-73.660156,45.426075
3365,"8912 Boulevard LaSalle , Montréal","NON","0","",294715.14323677,5030582.0523545,-73.628851,45.415102
3366,"8830 Rue Beyries (LSL) , Montréal","NON","0","",294886.55155473,5030884.7215754,-73.626667,45.417828
3367,"23 Avenue Highlands (LSL) , Montréal","NON","0","",292489.47456546,5031803.4302712,-73.657318,45.426057
3368,"220 Rue Lyette (LSL) , Montréal","NON","0","",291836.43865048,5032290.0472511,-73.665676,45.430424
3369,"9725 Rue Saint-Patrick , Montréal","NON","0","",292656.51952264,5032884.624654,-73.65521,45.435789
3370,"7770 Boulevard LaSalle , Montréal","NON","?","",297329.23349996,5031859.8357168,-73.595471,45.426633
3371,"13 Avenue Strathyre (LSL) , Montréal","NON","0","",292343.52880838,5031800.8300201,-73.659183,45.426031
3372,"7540 Rue Centrale (LSL) , Montréal","NON","0","",297250.94045564,5032735.6302695,-73.596485,45.434513
3373," Rue de la Caserne , SGV","NON","?","",276144.90249681,5037987.4272988,-73.866545,45.481224
3374," Rue de la Caserne , SGV","NON","?","",275985.79242254,5038034.7218648,-73.868583,45.481643
3376," Boulevard Gouin O, PDF","NON","?","",270635.0253786,5034976.2765904,-73.936814,45.453881
3377," Boulevard Gouin O, PFD","NON","?","",271894.52719925,5035901.1758838,-73.920773,45.462264
3380," Chemin du Cap-Saint-Jacques (PFD) , Montréal","NON","?","",270776.59952659,5036897.9921204,-73.935137,45.47118
3381," Chemin du Cap-Saint-Jacques (PFD) , Montréal","NON","?","",270751.62361654,5036950.1371547,-73.93546,45.471648
3382," Chemin du Cap-Saint-Jacques (PFD) , Montréal","NON","?","",270773.69611829,5036968.5789351,-73.935179,45.471815
3383," Chemin du Cap-Saint-Jacques (PFD) , Montréal","NON","?","",270734.84653561,5036942.5564228,-73.935674,45.471579
3384," Chemin du Cap-Saint-Jacques (PFD) , Montréal","NON","?","",270698.97459611,5036931.4153472,-73.936132,45.471477
3385," Chemin du Cap-Saint-Jacques (PFD) , Montréal","NON","?","",270968.60389718,5036078.9030423,-73.932625,45.463819
3386," Chemin du Cap-Saint-Jacques (PFD) , Montréal","NON","?","",270764.72194717,5036755.5883722,-73.935279,45.469898
3387,"21115 Boulevard Gouin O, PFD","NON","?","",270874.75452316,5035337.6014741,-73.933774,45.457144
3388," Rue Desjardins (PFD) , Montréal","NON","?","",277558.12823939,5041393.9061738,-73.848657,45.511933
3389,"13207 Rue Desjardins (PFD) , Montréal","NON","?","",277567.42409495,5041393.0960956,-73.848538,45.511926
3390," Rue Desjardins (PFD) , Montréal","NON","?","",277569.34595329,5041386.30544,-73.848513,45.511865
3391," Rue Desjardins (PFD) , Montréal","NON","?","",277519.97151552,5041387.0755143,-73.849145,45.51187
3392," Rue Chestnut (PFD) , Montréal","NON","?","",279264.51573727,5040874.746052,-73.826791,45.507326
3393," Rue des Cageux (PFD) , Montréal","NON","?","",274824.27238375,5035386.65621,-73.883279,45.457766
3394," Rue des Cageux (PFD) , Montréal","NON","?","",274782.49464782,5035352.5129137,-73.883811,45.457457
3396,"16850 Rue Oakwood (PFD) , Montréal","NON","?","",276058.02295237,5035913.2170463,-73.867535,45.462556
3397,"100 1e (ROX) Avenue N, Montréal","NON","?","",280322.89054647,5041762.5917681,-73.813291,45.515353
3400,"7244 Boulevard LaSalle , Montréal","NON","0","",298322.14140095,5033050.7106886,-73.582798,45.437359
3401,"5150 Boulevard LaSalle , Montréal","NON","0","",299804.24060751,5034986.237552,-73.563874,45.454788
3403,"550 Place de la Fontaine (VRD) , Montréal","1","0","",301327.17724164,5035938.5894959,-73.544409,45.463367
3404,"10 Rue Hickson (VRD) , Montréal","1","0","",299995.48613275,5036036.5889571,-73.561439,45.464241
3405,"5190 Boulevard LaSalle , Montréal","NON","0","",299707.14139578,5034845.513966,-73.565114,45.453521
3406," Boulevard Lavoisier (SLN) , Montréal","NON","?","",296492.19408386,5049934.8607514,-73.606474,45.58927
3408," Boulevard LaSalle , Montréal","NON","?","",299389.57286445,5036830.3355886,-73.569196,45.471379
3410," Avenue Brown (VRD) , Montréal","NON","?","",298542.23954619,5034322.363459,-73.580001,45.448804
